"index","MID","title","year","rating","num_votes"
"1739","tt0456549","Mr Ya Miss","2005","3.7","399"
"1740","tt0444874","Main Aisa Hi Hoon","2005","4.8","886"
"1741","tt2057441","Mujhse Fraaandship Karoge","2011","6.9","3609"
"1742","tt0250483","Kya Kehna","2000","5.9","1696"
"1743","tt0119239","Gupt: The Hidden Truth","1997","7.3","4006"
"1744","tt0079749","Alibaba Aur 40 Chor","1980","6.2","406"
"1745","tt0076259","Khoon Pasina","1977","6.2","317"
"1746","tt0143202","Dahan","1998","6.9","211"
"1747","tt0061072","Teesri Kasam","1966","8.0","639"
"1748","tt0065064","Talash","1969","6.8","135"
"1749","tt0187195","Kalaakaar","1983","6.2","54"
"1750","tt2857500","Saare Jahaan Se Mehnga...","2013","7.1","823"
"1751","tt0338960","Ek Tha Raja","1996","4.4","93"
"1752","tt0099943","Kishen Kanhaiya","1990","6.0","516"
"1753","tt2449318","Hyderabad Nawabs","2006","7.2","94"
"1754","tt0098168","Ram Lakhan","1989","6.9","1862"
"1755","tt0476761","Deha","2007","6.9","52"
"1756","tt0218533","Pukar","2000","6.8","2006"
"1757","tt0047990","Devdas","1955","8.0","1533"
"1758","tt3398048","Tevar","2015","4.2","2660"
"1759","tt0068938","Mere Jeevan Saathi","1972","7.0","138"
"1760","tt0240879","Sardar","1993","7.9","582"
"1761","tt0331216","Chor Machaaye Shor","2002","4.2","961"
"1762","tt0230348","Jab Pyar Kisise Hota Hai","1961","7.2","93"
"1763","tt0106986","Gardish","1993","7.4","690"
"1764","tt7291466","Sniff!!!","2017","5.9","96"
"1765","tt0451833","No Entry","2005","6.6","9334"
"1766","tt1578116","Atithi Tum Kab Jaoge?","2010","6.4","4317"
"1767","tt5755606","Banjo","2016","5.1","882"
"1768","tt0289725","Jung","2000","4.3","308"
"1769","tt0064842","Prince","1969","7.2","97"
"1770","tt4960754","Kadhal Sadugudu","2003","6.1","116"
"1771","tt0070241","Jheel Ke Us Paar","1973","7.2","73"
"1772","tt0067478","Naya Zamana","1971","7.0","78"
"1773","tt3877652","Desi Kattey","2014","4.3","106"
"1774","tt1309561","Lamhaa: The Untold Story of Kashmir","2010","5.1","577"
"1775","tt0290213","Hum Hain Bemisaal","1994","5.8","514"
"1776","tt0135666","Takkar","1995","4.6","152"
"1777","tt0090358","Yudh","1985","6.1","140"
"1778","tt5343678","Moh Maya Money","2016","5.7","304"
"1779","tt0959281","Allari Pidugu","2005","2.8","300"
"1780","tt0101432","Benaam Badsha","1991","5.0","195"
"1781","tt0332766","Sur: The Melody of Life","2002","6.5","391"
"1782","tt2437954","Singh Saab the Great","2013","5.8","1973"
"1783","tt3398052","Daawat-e-Ishq","2014","6.2","4935"
"1784","tt0065416","Aradhana","1969","7.7","1370"
"1785","tt0152139","Ram Teri Ganga Maili","1985","6.7","805"
"1786","tt0247910","Aakhir Kyon?","1985","6.7","120"
"1787","tt0306065","Shagird","1967","7.2","93"
"1788","tt0345043","Chura Liyaa Hai Tumne","2003","3.8","433"
"1789","tt2498312","Bachchan","2013","6.6","827"
"1790","tt0108144","Sir","1993","6.3","265"
"1791","tt0156014","Red Rose","1980","6.3","132"
"1792","tt0252038","Tarkieb","2000","4.9","178"
"1793","tt0045467","Aah","1953","7.1","216"
"1794","tt0843372","Sainikudu","2006","5.2","1434"
"1795","tt0195814","Hyderabad Blues","1998","7.2","863"
"1796","tt0080982","Kalyug","1981","7.8","428"
"1797","tt0259170","Abdullah","1980","6.5","152"
"1798","tt0387678","Waisa Bhi Hota Hai Part II","2003","7.3","658"
"1799","tt0230670","Pyar Ka Mausam","1969","6.9","89"
"1800","tt0149850","Bewaffa Se Waffa","1992","5.1","53"
"1801","tt1137979","Rama Rama Kya Hai Dramaaa","2008","4.0","222"
"1802","tt1455816","Prince","2010","4.2","1677"
"1803","tt1433905","All the Best: Fun Begins","2009","6.1","4803"
"1804","tt0107249","Jaagruti","1993","3.5","382"
"1805","tt0041123","Andaz","1949","7.4","380"
"1806","tt2708644","I Love New Year","2015","3.9","455"
"1807","tt2905606","Vishnuvardhana","2011","7.2","536"
"1808","tt6941560","Phullu","2017","6.0","131"
"1809","tt1182908","Krazzy 4","2008","4.2","1766"
"1810","tt0117374","PremGranth","1996","5.7","358"
"1811","tt1896781","Masti Express","2011","5.2","73"
"1812","tt7723022","Nirdosh","2018","4.1","57"
"1813","tt0146335","Upkar","1967","7.7","474"
"1814","tt0234724","Shor","1972","7.3","278"
"1815","tt0267548","Haseena Maan Jaayegi","1999","6.2","2379"
"1816","tt0301179","Deewaanapan","2001","4.7","360"
"1817","tt0063532","Saathi","1968","7.5","62"
"1818","tt0155068","Punnagai Mannan","1986","7.9","678"
"1819","tt0246095","Mutamestri","1993","7.1","242"
"1820","tt4396648","Time Out","2015","6.1","266"
"1821","tt0268146","Anurodh","1979","6.8","129"
"1822","tt0265452","Officer","2001","5.4","92"
"1823","tt1836015","Kaccha Limboo","2011","6.3","70"
"1824","tt1438486","Chal Chala Chal","2009","4.7","228"
"1825","tt0066241","Prem Pujari","1970","6.8","170"
"1826","tt0077783","Junoon","1979","7.6","428"
"1827","tt1404573","Daddy Cool: Join the Fun","2009","3.9","310"
"1828","tt0270880","Champion","2000","4.2","414"
"1829","tt0058287","Leader","1964","7.4","158"
"1830","tt0068217","Anuraag","1972","7.3","68"
"1831","tt2347289","Bittoo Boss","2012","4.2","331"
"1832","tt1971365","Dangerous Ishhq","2012","4.0","749"
"1833","tt2579680","100% Love","2012","6.0","261"
"1834","tt0052560","Anari","1959","7.9","578"
"1835","tt0097045","Chandni","1989","6.8","1350"
"1836","tt0456558","Nazar","2005","4.8","97"
"1837","tt0082796","Naram Garam","1981","7.5","752"
"1838","tt0139398","Kaajal","1965","7.0","92"
"1839","tt1228726","Mr. White Mr. Black","2008","3.5","175"
"1840","tt2063745","Kya Dilli Kya Lahore","2014","7.5","1716"
"1841","tt2321492","Krishna Aur Kans","2012","6.4","148"
"1842","tt4219300","Gollu aur Pappu","2014","4.4","78"
"1843","tt0426075","Lakeer - Forbidden Lines","2004","4.4","776"
"1844","tt0338490","3 Deewarein","2003","7.9","1970"
"1845","tt0117470","Return of Jewel Thief","1996","5.1","88"
"1846","tt0480572","Pyaar Ke Side Effects","2006","6.7","2768"
"1847","tt0154706","Black Mail","1973","6.9","148"
"1848","tt0068257","Bawarchi","1972","8.0","2986"
"1849","tt0281913","Hogi Pyaar Ki Jeet","1999","4.3","407"
"1850","tt0112459","Barsaat","1995","5.4","941"
"1851","tt0297067","Daddy","2001","6.6","366"
"1852","tt0289686","Dancer","1991","5.3","556"
"1853","tt0337625","Gambler","1995","5.1","281"
"1854","tt0443208","Rog","2005","5.0","377"
"1855","tt4651394","Wedding Pullav","2015","3.9","160"
"1856","tt1179782","Mithya","2008","7.1","1810"
"1857","tt0232169","Naukar Biwi Ka","1983","6.4","120"
"1858","tt0416282","Vaastu Shastra","2004","4.9","555"
"1859","tt2951576","One by Two","2014","4.2","668"
"1860","tt0319500","Himmat","1996","4.6","147"
"1861","tt0071436","Dost","1974","7.1","178"
"1862","tt0087417","Holi","1985","7.5","493"
"1863","tt4373886","Sharafat Gayi Tel Lene","2015","5.2","238"
"1864","tt0451824","My Wife's Murder","2005","6.2","812"
"1865","tt0116035","Dastak","1996","5.0","235"
"1866","tt0363525","Commando","1988","4.4","125"
"1867","tt0100384","Police Public","1990","6.7","112"
"1868","tt1964837","Kempe Gowda","2011","7.0","507"
"1869","tt0325041","Badhaai Ho Badhaai","2002","4.4","558"
"1870","tt0364621","Qayamat: City Under Threat","2003","4.8","1864"
"1871","tt0420304","Viruddh... Family Comes First","2005","7.1","1893"
"1872","tt4365060","7 Hours to Go","2016","5.6","335"
"1873","tt2361022","Deewana Main Deewana","2013","2.8","285"
"1874","tt0371775","Khel","2003","4.0","412"
"1875","tt2960004","Phoring","2013","7.6","584"
"1876","tt0178204","Aasha","1980","5.4","163"
"1877","tt0072064","Rajnigandha","1974","7.5","430"
"1878","tt0079963","Suhaag","1979","6.8","845"
"1879","tt0114726","Trimurti","1995","4.9","2195"
"1880","tt0079590","Muqaddar Ka Sikandar","1978","7.5","2205"
"1881","tt0207341","Biwi No. 1","1999","5.7","4053"
"1882","tt0090575","Aakhree Raasta","1986","7.1","1022"
"1883","tt0396690","Kisna: The Warrior Poet","2005","4.7","1228"
"1884","tt0067840","Tere Mere Sapne","1971","7.3","193"
"1885","tt0114232","Ram Shastra","1995","4.3","55"
"1886","tt0907619","Arjun","2004","6.6","1399"
"1887","tt0085776","Katha","1983","8.0","913"
"1888","tt0488840","Koi Aap Sa: But Lovers Have to Be Friends","2005","5.6","179"
"1889","tt0244776","Satyakam","1969","8.2","570"
"1890","tt0306228","Where's the Party Yaar?","2003","5.0","991"
"1891","tt0416712","Elaan","2005","4.4","604"
"1892","tt1191138","Thoda Pyaar Thoda Magic","2008","4.9","1985"
"1893","tt0234054","Kranti","1981","7.2","709"
"1894","tt0953306","Anwar","2007","6.7","738"
"1895","tt0093949","Shahenshah","1988","6.4","1512"
"1896","tt0112884","The Don","1995","6.1","58"
"1897","tt0119720","The Death Sentence: Mrityu Dand","1997","7.4","372"
"1898","tt0340122","Gangotri","2003","4.7","368"
"1899","tt1629241","Bumm Bumm Bole","2010","6.0","432"
"1900","tt0187043","Gair Kaanooni","1989","5.5","64"
"1901","tt0246286","The Train","1970","6.7","107"
"1902","tt0046673","Aar-Paar","1954","6.7","185"
"1903","tt0327005","Kyaa Dil Ne Kahaa","2002","3.4","219"
"1904","tt1127870","Mumbai Salsa","2007","4.9","176"
"1905","tt0051806","Kala Pani","1958","7.0","224"
"1906","tt0833510","Navra Mazha Navsacha","2004","7.0","236"
"1907","tt0306840","Koi Mere Dil Se Poochhe","2002","3.7","230"
"1908","tt0157460","Chitchor","1976","7.5","446"
"1909","tt1606253","Itlu Sravani Subramanyam","2001","6.5","143"
"1910","tt0481241","Trinetra","1991","5.1","51"
"1911","tt2903778","Dracula 2012","2013","2.3","74"
"1912","tt0254972","Aryan","1988","7.2","222"
"1913","tt0264210","Zor: Never Underestimate the Force","1998","4.5","216"
"1914","tt0103689","Angaar","1992","6.5","239"
"1915","tt0282268","Yeh Hai Mumbai Meri Jaan","1999","4.6","205"
"1916","tt0459293","Gandhi, My Father","2007","7.4","1454"
"1917","tt0158107","Pratighaat","1987","7.1","55"
"1918","tt0056850","Bandini","1963","7.7","670"
"1919","tt0347167","The Hero: Love Story of a Spy","2003","5.3","1774"
"1920","tt0363409","Aan: Men at Work","2004","5.9","2517"
"1921","tt0137455","Dastak","1970","7.1","100"
"1922","tt0214931","Mast","1999","5.5","774"
"1923","tt0313743","Vadh","2002","6.2","102"
"1924","tt0075632","Aadalat","1976","6.5","228"
"1925","tt0091258","Ilzaam","1986","6.2","66"
"1926","tt0261243","Rockford","1999","7.4","1261"
"1927","tt0106205","Aasoo Bane Angaarey","1993","5.0","60"
"1928","tt0261545","Astitva","2000","7.3","508"
"1929","tt0185335","Ghulam-E-Musthafa","1997","6.7","978"
"1930","tt0254354","Ghar Ghar Ki Kahani","1970","7.6","52"
"1931","tt0210920","Prem Aggan","1998","2.0","417"
"1932","tt0214751","Hathyar","1989","5.9","228"
"1933","tt0177489","Aag Ka Gola","1990","5.5","75"
"1934","tt0096922","Bhrashtachar","1989","5.8","95"
"1935","tt2401719","Prague","2013","5.8","304"
"1936","tt2633826","Mumbai Mirror","2013","5.2","102"
"1937","tt0255289","Kala Pani","1996","8.4","2898"
"1938","tt0089552","Mard","1985","6.2","1248"
"1939","tt0244794","Sirf Tum","1999","6.1","1189"
"1940","tt0106206","Aashik Aawara","1993","5.4","240"
"1941","tt0248216","Na Tum Jaano Na Hum","2002","5.1","2454"
"1942","tt7335176","Haseena","2018","4.3","63"
"1943","tt4916048","Island City","2015","6.7","277"
"1944","tt0048392","Mr. & Mrs. '55","1955","7.2","362"
"1945","tt0246433","Apnapan","1977","6.6","59"
"1946","tt0379818","I Proud to Be an Indian","2004","6.3","468"
"1947","tt0101284","Akayla","1991","5.1","352"
"1948","tt0155227","Swarag Se Sunder","1986","5.5","76"
"1949","tt1579806","Maska","2009","5.2","224"
"1950","tt0051747","Howrah Bridge","1958","7.0","147"
"1951","tt1137434","Aabra Ka Daabra","2004","2.4","178"
"1952","tt2777548","Lateef","2013","3.7","109"
"1953","tt3334348","Heartless","2014","5.3","404"
"1954","tt1709731","Pairon Talle","2010","5.6","74"
"1955","tt0275363","Gambler","1971","6.7","116"
"1956","tt1725803","Delhi in a Day","2011","6.2","327"
"1957","tt1397492","Well Done Abba!","2009","7.3","1530"
"1958","tt1722425","Antardwand","2008","7.4","431"
"1959","tt0274944","Teen Devian","1965","6.9","146"
"1960","tt0237022","Balika Badhu","1976","6.8","154"
"1961","tt1252488","Haal-e-Dil","2008","3.5","217"
"1962","tt2679480","Sulemani Keeda","2014","7.2","2394"
"1963","tt0373972","Khullam Khulla Pyaar Karen","2005","4.2","275"
"1964","tt0438981","Silsiilay","2005","4.2","656"
"1965","tt0362213","Taaqatwar","1989","5.7","77"
"1966","tt1388903","Mirch","2010","6.6","778"
"1967","tt0118673","Bade Miyan Chote Miyan","1998","5.8","2269"
"1968","tt0095198","Gangaa Jamunaa Saraswathi","1988","4.7","472"
"1969","tt1201557","Acid Factory","2009","5.1","606"
"1970","tt5326230","Aadupuliyattam","2016","4.2","216"
"1971","tt0358992","Bedardi","1993","4.0","119"
"1972","tt2706264","Rangrezz","2013","5.2","367"
"1973","tt0814082","Dil Diya Hai","2006","3.6","413"
"1974","tt0276628","Yehi Hai Zindagi","1977","7.6","96"
"1975","tt0286620","Fareb","1996","5.4","97"
"1976","tt0337650","Jawani Zindabad","1990","5.9","556"
"1977","tt0053999","Kohinoor","1960","6.6","122"
"1978","tt0080514","Chakra","1981","7.1","109"
"1979","tt4944434","Jogi the King","2005","8.2","70"
"1980","tt0256692","Chori Chori Chupke Chupke","2001","5.5","3679"
"1981","tt0415003","Garv: Pride and Honour","2004","5.5","2872"
"1982","tt0076696","Shatranj Ke Khilari","1977","7.8","2643"
"1983","tt0079236","The Great Gambler","1979","6.6","496"
"1984","tt0377738","Dariya Dil","1988","4.8","134"
"1985","tt2387495","Jalpari: The Desert Mermaid","2012","7.1","318"
"1986","tt0157540","Dillagi","1978","7.0","166"
"1987","tt0172163","Bambai Ka Babu","1996","5.2","164"
"1988","tt0200435","Anari No. 1","1999","5.1","529"
"1989","tt1085806","Darling","2007","3.9","526"
"1990","tt0064915","Saat Hindustani","1969","6.6","177"
"1991","tt0045506","Anarkali","1953","7.4","55"
"1992","tt0104927","Mr. Bond","1992","5.6","570"
"1993","tt2317135","Tamanchey: Pyar Mein Dil Pe Maar De Goli","2014","4.6","258"
"1994","tt0831840","Ahista Ahista","2006","7.1","1234"
"1995","tt0246809","New Delhi","1987","7.7","706"
"1996","tt0366880","Parwana","2003","2.2","229"
"1997","tt0073391","Mili","1975","7.6","1073"
"1998","tt0267928","Silsila Hai Pyar Ka","1999","2.5","173"
"1999","tt0769499","Aathi","2006","3.9","1257"
"2000","tt2188749","Gali Gali Chor Hai","2012","5.2","504"
"2001","tt0116690","Jeet","1996","5.7","1821"
"2002","tt3640942","Koyelaanchal","2014","5.6","224"
"2003","tt0995035","Dhol","2007","6.1","3859"
"2004","tt0157556","Dream Girl","1977","6.1","148"
"2005","tt4453214","Mrs. Scooter","2015","6.6","158"
"2006","tt0117436","Rajkumar","1996","4.5","237"
"2007","tt1596723","Click","2010","3.5","285"
"2008","tt0087474","Inquilaab","1984","5.9","207"
"2009","tt0436451","Jo Bole So Nihaal","2005","3.5","538"
"2010","tt0390667","Zulm Ki Hukumat","1992","5.5","112"
"2011","tt2137064","Lanka","2011","5.8","181"
"2012","tt0097466","Guru","1989","6.5","87"
"2013","tt3477214","Kaun Kitney Paani Mein","2015","6.2","388"
"2014","tt0414713","Amu","2005","7.4","775"
"2015","tt4197476","Pattathu Yaanai","2013","4.3","97"
"2016","tt0453201","Sachein","2005","6.9","3314"
"2017","tt0449306","Lucky: No Time for Love","2005","4.8","2844"
"2018","tt0233147","Ayee Milan Ki Bela","1964","6.8","90"
"2019","tt0187109","Gurudev","1993","4.9","105"
"2020","tt0377340","Aetbaar","2004","4.7","878"
"2021","tt5467702","1982 - A Love Marriage","2017","7.8","72"
"2022","tt0811613","Meridian Lines","2013","6.9","84"
"2023","tt0331851","Armaan","2003","5.3","1002"
"2024","tt0405024","Hum Kaun Hai?","2004","3.9","266"
"2025","tt1877691","Love Breakups Zindagi","2011","5.8","897"
"2026","tt1279105","Ramaa: The Saviour","2010","4.1","125"
"2027","tt0475627","Shikhar","2005","5.0","962"
"2028","tt3138602","Warning","2013","4.8","198"
"2029","tt0897413","Bhoot Unkle","2006","4.3","104"
"2030","tt0108256","Suraj Ka Satvan Ghoda","1992","8.0","600"
"2031","tt0053985","Kanoon","1960","7.7","287"
"2032","tt0040067","Aag","1948","7.4","296"
"2033","tt0118931","Daud: Fun on the Run","1997","6.0","813"
"2034","tt0476805","Malamaal Weekly","2006","6.8","4516"
"2035","tt0112359","Andolan","1995","5.3","204"
"2036","tt1221142","Mumbai Cutting","2008","7.5","94"
"2037","tt0385982","Raja Bhaiya","2003","3.9","168"
"2038","tt0044318","Aan","1952","6.9","210"
"2039","tt0244590","Kissi Se Na Kehna","1983","7.3","419"
"2040","tt0321494","Bollywood Queen","2002","4.7","426"
"2041","tt0074858","Manthan","1976","7.7","354"
"2042","tt0058270","Kohraa","1964","6.7","100"
"2043","tt0099076","Awaargi","1990","6.4","114"
"2044","tt0280465","Bawandar","2000","7.0","272"
"2045","tt0077792","Kasme Vaade","1978","6.8","359"
"2046","tt0051117","Tumsa Nahin Dekha","1957","7.0","85"
"2047","tt6467380","Hind Ka Napak Ko Jawab","2017","7.2","3942"
"2048","tt3465488","Karle Pyaar Karle","2014","3.1","103"
"2049","tt0158213","Shaukeen","1982","7.2","354"
"2050","tt0814014","Apne","2007","6.0","2335"
"2051","tt0104645","Kshatriya","1993","6.0","463"
"2052","tt0430589","Shaadi Karke Phas Gaya Yaar","2006","4.1","842"
"2053","tt1740662","Benny and Babloo","2010","6.1","290"
"2054","tt0255401","Muskurahat","1992","7.1","248"
"2055","tt0096139","Sone Pe Suhaaga","1988","5.0","64"
"2056","tt0438894","Kisse Pyaar Karoon?","2009","3.7","115"
"2057","tt0057120","Gumrah","1963","6.7","97"
"2058","tt0044769","Jhansi Ki Rani","1953","7.2","69"
"2059","tt0060145","Baharen Phir Bhi Aayengi","1966","7.0","65"
"2060","tt3129282","War Chod Na Yaar","2013","5.5","836"
"2061","tt2612924","Lucky Kabootar","2014","5.5","62"
"2062","tt1373098","Bollywood Hero","2009","5.9","111"
"2063","tt0047561","Taxi Driver","1954","7.0","227"
"2064","tt0050132","Apradhi Kaun?","1957","7.8","52"
"2065","tt0187193","Justice Chaudhury","1983","5.6","60"
"2066","tt0286478","Bade Dilwala","1999","3.6","1258"
"2067","tt0357710","Gora Aur Kala","1972","5.4","85"
"2068","tt2418644","Testing Movie","2012","7.1","69"
"2069","tt0381408","Market","2003","3.7","123"
"2070","tt0080901","Hum Paanch","1980","6.5","150"
"2071","tt0078204","Satyam Shivam Sundaram: Love Sublime","1978","7.2","819"
"2072","tt0211634","Soldier","1998","6.1","2168"
"2073","tt0213544","Chacha Bhatija","1977","5.7","174"
"2074","tt3720634","3 AM: A Paranormal Experience","2014","5.3","459"
"2075","tt0097609","Jaadugar","1989","4.0","413"
"2076","tt0352830","Sssshhh...","2003","4.5","283"
"2077","tt0215859","Hulchul","1971","7.3","59"
"2078","tt0290685","Jhuk Gaya Aasman","1968","6.8","136"
"2079","tt0267845","Prem Shakti","1994","3.8","67"
"2080","tt0100092","Maha-Sangram","1990","5.9","120"
"2081","tt2438764","Rajjo","2013","3.5","244"
"2082","tt0271397","Bhoot Bungla","1965","6.8","88"
"2083","tt0251143","Insaaf: The Final Justice","1997","5.0","814"
"2084","tt0154531","Ghar Ek Mandir","1984","5.3","56"
"2085","tt0376182","Shaktiman","1993","2.9","146"
"2086","tt1471247","Road to Sangam","2010","7.5","613"
"2087","tt0274019","Pyaar Diwana Hota Hai","2002","3.9","270"
"2088","tt0273535","Dil Ne Phir Yaad Kiya","2001","4.2","85"
"2089","tt0044392","Baiju Bawra","1952","7.5","279"
"2090","tt0476861","Sarhad Paar","2006","4.7","98"
"2091","tt0225961","Hum Dono","1961","7.4","328"
"2092","tt0053980","Kala Bazar","1960","7.2","199"
"2093","tt2190820","Charlie Kay Chakkar Mein","2015","4.5","145"
"2094","tt0118546","Aar Ya Paar","1997","6.2","182"
"2095","tt0158587","Dhund","1973","7.3","397"
"2096","tt4228400","Sar Ankhon Par","1999","6.8","54"
"2097","tt0084385","Namak Halaal","1982","7.4","1940"
"2098","tt0449228","Dosti: Friends Forever","2005","5.9","2206"
"2099","tt2976172","Sixteen","2013","6.3","1538"
"2100","tt0078418","Trishul","1978","7.8","1710"
"2101","tt0154183","Awwal Number","1990","5.4","987"
"2102","tt0476819","Nehlle Pe Dehlla","2007","3.9","421"
"2103","tt1334437","Blue Oranges","2009","6.5","153"
"2104","tt0146266","Seema","1955","7.6","80"
"2105","tt0097784","Love Love Love","1989","5.8","742"
"2106","tt0282275","Zulmi","1999","5.3","582"
"2107","tt0359750","Ninne Pelladatha","1996","7.7","568"
"2108","tt0320100","Kanyadaan","1968","7.4","60"
"2109","tt1202344","Ab... Bas!","2004","3.4","63"
"2110","tt0337585","Bomb the System","2002","6.6","960"
"2111","tt0286705","Hum Dono","1995","6.1","146"
"2112","tt0158294","Tumse Achha Kaun Hai","1969","6.4","65"
"2113","tt0470521","Saawan... The Love Season","2006","2.2","671"
"2114","tt1194608","Ek Vivaah... Aisa Bhi","2008","5.4","372"
"2115","tt0148692","Safar","1970","7.4","299"
"2116","tt0239452","Haseena Maan Jayegi","1968","7.2","80"
"2117","tt0280968","My Dear Kuttichaathan","1984","7.4","306"
"2118","tt0073627","Rikki-Tikki-Tavi","1979","7.7","486"
"2119","tt0418096","Rakht","2004","3.9","537"
"2120","tt0115616","Bal Bramhachari","1996","3.7","87"
"2121","tt0073569","Prem Kahani","1975","6.6","122"
"2122","tt0149814","Be-Imaan","1972","7.1","67"
"2123","tt0246740","Kora Kagaz","1974","7.3","213"
"2124","tt0368580","Asambhav","2004","3.5","513"
"2125","tt0847889","Narasimhudu","2005","3.2","397"
"2126","tt0062640","Aadmi","1968","7.0","159"
"2127","tt7282370","Who","2018","7.1","140"
"2128","tt0152720","Swami","1977","6.8","108"
"2129","tt0206554","Anpadh","1962","7.3","79"
"2130","tt0286910","Rajaji","1999","4.5","242"
"2131","tt1363363","Chatur Singh Two Star","2011","1.8","530"
"2132","tt5933706","Saansein: The Last Breath","2016","3.9","88"
"2133","tt0896968","Red: The Dark Side","2007","3.4","273"
"2134","tt5068892","Kerry on Kutton","2016","5.6","188"
"2135","tt1221133","EMI: Liya Hai To Chukana Padega","2008","4.3","498"
"2136","tt6545212","Leera the Soulmate","2018","9.2","789"
"2137","tt1663647","Help","2010","4.5","317"
"2138","tt6041458","Tutak Tutak Tutiya","2016","5.4","608"
"2139","tt2362778","Saheb Biwi Aur Gangster Returns","2013","6.8","3466"
"2140","tt0116407","Ghatak: Lethal","1996","7.4","2670"
"2141","tt0348258","Tujhe Meri Kasam","2003","6.5","307"
"2142","tt0476729","Aksar","2006","4.9","934"
"2143","tt0411815","Run","2004","4.8","1124"
"2144","tt1016159","Chain Kulii Ki Main Kulii","2007","5.4","693"
"2145","tt3619854","Creature","2014","3.2","1117"
"2146","tt0100857","Vardi","1989","4.8","124"
"2147","tt2256514","Rush","2012","3.8","772"
"2148","tt0204823","Angrakshak","1995","4.3","127"
"2149","tt0268449","Mehbooba","1976","6.6","112"
"2150","tt0068532","Ek Nazar","1972","6.1","79"
"2151","tt0154178","Aaina","1977","7.0","78"
"2152","tt0154844","Maqsad","1984","5.9","53"
"2153","tt0115009","Yaraana","1995","4.6","275"
"2154","tt3309844","Titoo MBA","2014","4.8","84"
"2155","tt1266545","Chamku","2008","4.2","450"
"2156","tt1047459","Dharm","2007","7.9","871"
"2157","tt0045693","Do Bigha Zamin","1953","8.4","1464"
"2158","tt0477253","Aashiq Banaya Aapne: Love Takes Over","2005","4.2","1312"
"2159","tt1744641","Ramayana: The Epic","2010","5.9","345"
"2160","tt0083349","Yaarana","1981","7.1","1315"
"2161","tt0115019","Yeh Majhdhaar","1996","3.6","278"
"2162","tt0075747","Bhumika","1977","7.5","413"
"2163","tt0080376","Barsaat Ki Ek Raat","1981","6.4","255"
"2164","tt0290183","Elaan","1994","6.0","762"
"2165","tt2033947","Aazaan","2011","4.5","323"
"2166","tt1573482","Striker","2010","7.1","949"
"2167","tt0131852","Azaad","1955","6.8","107"
"2168","tt1895476","Memories in March","2010","7.1","334"
"2169","tt1579526","Anjaneyulu","2009","4.8","257"
"2170","tt1245732","Red Alert: The War Within","2009","6.4","312"
"2171","tt0105313","Sangeet","1992","5.8","128"
"2172","tt1646217","Mr. Singh/Mrs. Mehta","2010","4.4","174"
"2173","tt0225029","Aflatoon","1997","4.9","1110"
"2174","tt0326745","Baaghi","2000","4.4","157"
"2175","tt1190894","Road, Movie","2009","6.9","1566"
"2176","tt2560016","Rajdhani Express","2013","3.1","238"
"2177","tt3255586","P Se PM Tak","2015","4.0","63"
"2178","tt0187202","Kaun Sachcha Kaun Jhootha","1997","5.7","60"
"2179","tt1170399","C Kkompany","2008","5.4","826"
"2180","tt2187972","Shirin Farhad Ki Toh Nikal Padi","2012","4.3","966"
"2181","tt0105599","Tirangaa","1992","6.9","1588"
"2182","tt0362771","Ishq Vishk","2003","6.1","3529"
"2183","tt0063404","Padosan","1968","8.1","4954"
"2184","tt0268401","Kahin Pyaar Na Ho Jaaye","2000","4.4","1585"
"2185","tt0410952","Charas: A Joint Effort","2004","5.3","278"
"2186","tt6941654","Hanuman Da' Damdaar","2017","6.6","73"
"2187","tt0251426","Tarazu","1997","5.1","538"
"2188","tt0090138","Tawaif","1985","7.0","72"
"2189","tt0395701","Papa the Great","2000","5.5","51"
"2190","tt0307866","Filhaal...","2002","5.6","217"
"2191","tt0112269","Aao Pyaar Karen","1994","4.1","122"
"2192","tt0352489","Kash... Aap Hamare Hote","2003","5.3","76"
"2193","tt0231348","Cheluvi","1992","7.7","71"
"2194","tt1608768","City of Gold - Mumbai 1982: Ek Ankahee Kahani","2010","6.8","334"
"2195","tt4513812","Gour Hari Dastaan: The Freedom File","2015","7.5","400"
"2196","tt0244409","Asli-Naqli","1962","7.4","211"
"2197","tt0260066","Haathkadi","1995","4.4","100"
"2198","tt0357926","Mr. X in Bombay","1964","7.1","80"
"2199","tt0366616","Inkaar","1977","7.1","146"
"2200","tt0120117","Shikari","2000","4.8","364"
"2201","tt2998196","Kuku Mathur Ki Jhand Ho Gayi","2014","5.3","228"
"2202","tt0446889","Aatank","1996","4.1","72"
"2203","tt1579748","Chenna Kesava Reddy","2002","6.0","314"
"2204","tt0845492","My Name Is Anthony Gonsalves","2008","3.7","431"
"2205","tt0414040","Gayab","2004","4.2","677"
"2206","tt0442764","Dil Jo Bhi Kahey...","2005","5.0","299"
"2207","tt0439714","Mumbai Express","2005","5.8","954"
"2208","tt0119427","Judaai","1997","6.1","1848"
"2209","tt4545630","Sardaar Gabbar Singh","2016","5.0","1960"
"2210","tt0061916","The Long Duel","1967","5.9","446"
"2211","tt0067668","Reshma Aur Shera","1971","6.7","162"
"2212","tt0062897","Diwana","1967","6.8","86"
"2213","tt0244443","Buddha Mil Gaya","1971","7.1","181"
"2214","tt1178657","Superstar","2008","6.0","625"
"2215","tt0292606","Nazar Ke Samne","1995","6.0","430"
